"sk_waktu","tanggal","tahun","semester","bulan","nama_bulan"
20230915,2023-09-15 00:00:00.000,2023,Ganjil,9,September
20230916,2023-09-16 00:00:00.000,2023,Ganjil,9,September
20230917,2023-09-17 00:00:00.000,2023,Ganjil,9,September
20230918,2023-09-18 00:00:00.000,2023,Ganjil,9,September
20230919,2023-09-19 00:00:00.000,2023,Ganjil,9,September
20230920,2023-09-20 00:00:00.000,2023,Ganjil,9,September
20230921,2023-09-21 00:00:00.000,2023,Ganjil,9,September
20230922,2023-09-22 00:00:00.000,2023,Ganjil,9,September
20230923,2023-09-23 00:00:00.000,2023,Ganjil,9,September
20230924,2023-09-24 00:00:00.000,2023,Ganjil,9,September
20230925,2023-09-25 00:00:00.000,2023,Ganjil,9,September
20230926,2023-09-26 00:00:00.000,2023,Ganjil,9,September
20230927,2023-09-27 00:00:00.000,2023,Ganjil,9,September
20230928,2023-09-28 00:00:00.000,2023,Ganjil,9,September
20230929,2023-09-29 00:00:00.000,2023,Ganjil,9,September
20230930,2023-09-30 00:00:00.000,2023,Ganjil,9,September
20231001,2023-10-01 00:00:00.000,2023,Ganjil,10,October
20231002,2023-10-02 00:00:00.000,2023,Ganjil,10,October
20231003,2023-10-03 00:00:00.000,2023,Ganjil,10,October
20231004,2023-10-04 00:00:00.000,2023,Ganjil,10,October
20231005,2023-10-05 00:00:00.000,2023,Ganjil,10,October
20231006,2023-10-06 00:00:00.000,2023,Ganjil,10,October
20231007,2023-10-07 00:00:00.000,2023,Ganjil,10,October
20231008,2023-10-08 00:00:00.000,2023,Ganjil,10,October
20231009,2023-10-09 00:00:00.000,2023,Ganjil,10,October
20231010,2023-10-10 00:00:00.000,2023,Ganjil,10,October
20231011,2023-10-11 00:00:00.000,2023,Ganjil,10,October
20231012,2023-10-12 00:00:00.000,2023,Ganjil,10,October
20231013,2023-10-13 00:00:00.000,2023,Ganjil,10,October
20231014,2023-10-14 00:00:00.000,2023,Ganjil,10,October
20231015,2023-10-15 00:00:00.000,2023,Ganjil,10,October
20231016,2023-10-16 00:00:00.000,2023,Ganjil,10,October
20231017,2023-10-17 00:00:00.000,2023,Ganjil,10,October
20231018,2023-10-18 00:00:00.000,2023,Ganjil,10,October
20231019,2023-10-19 00:00:00.000,2023,Ganjil,10,October
20231020,2023-10-20 00:00:00.000,2023,Ganjil,10,October
20231021,2023-10-21 00:00:00.000,2023,Ganjil,10,October
20231022,2023-10-22 00:00:00.000,2023,Ganjil,10,October
20231023,2023-10-23 00:00:00.000,2023,Ganjil,10,October
20231024,2023-10-24 00:00:00.000,2023,Ganjil,10,October
20231025,2023-10-25 00:00:00.000,2023,Ganjil,10,October
20231026,2023-10-26 00:00:00.000,2023,Ganjil,10,October
20231027,2023-10-27 00:00:00.000,2023,Ganjil,10,October
20231028,2023-10-28 00:00:00.000,2023,Ganjil,10,October
20231029,2023-10-29 00:00:00.000,2023,Ganjil,10,October
20231030,2023-10-30 00:00:00.000,2023,Ganjil,10,October
20231031,2023-10-31 00:00:00.000,2023,Ganjil,10,October
20231101,2023-11-01 00:00:00.000,2023,Ganjil,11,November
20231102,2023-11-02 00:00:00.000,2023,Ganjil,11,November
20231103,2023-11-03 00:00:00.000,2023,Ganjil,11,November
20231104,2023-11-04 00:00:00.000,2023,Ganjil,11,November
20231105,2023-11-05 00:00:00.000,2023,Ganjil,11,November
20231106,2023-11-06 00:00:00.000,2023,Ganjil,11,November
20231107,2023-11-07 00:00:00.000,2023,Ganjil,11,November
20231108,2023-11-08 00:00:00.000,2023,Ganjil,11,November
20231109,2023-11-09 00:00:00.000,2023,Ganjil,11,November
20231110,2023-11-10 00:00:00.000,2023,Ganjil,11,November
20231111,2023-11-11 00:00:00.000,2023,Ganjil,11,November
20231112,2023-11-12 00:00:00.000,2023,Ganjil,11,November
20231113,2023-11-13 00:00:00.000,2023,Ganjil,11,November
20231114,2023-11-14 00:00:00.000,2023,Ganjil,11,November
20231115,2023-11-15 00:00:00.000,2023,Ganjil,11,November
20231116,2023-11-16 00:00:00.000,2023,Ganjil,11,November
20231117,2023-11-17 00:00:00.000,2023,Ganjil,11,November
20231118,2023-11-18 00:00:00.000,2023,Ganjil,11,November
20231119,2023-11-19 00:00:00.000,2023,Ganjil,11,November
20231120,2023-11-20 00:00:00.000,2023,Ganjil,11,November
20231121,2023-11-21 00:00:00.000,2023,Ganjil,11,November
20231122,2023-11-22 00:00:00.000,2023,Ganjil,11,November
20231123,2023-11-23 00:00:00.000,2023,Ganjil,11,November
20231124,2023-11-24 00:00:00.000,2023,Ganjil,11,November
20231125,2023-11-25 00:00:00.000,2023,Ganjil,11,November
20231126,2023-11-26 00:00:00.000,2023,Ganjil,11,November
20231127,2023-11-27 00:00:00.000,2023,Ganjil,11,November
20231128,2023-11-28 00:00:00.000,2023,Ganjil,11,November
20231129,2023-11-29 00:00:00.000,2023,Ganjil,11,November
20231130,2023-11-30 00:00:00.000,2023,Ganjil,11,November
20231201,2023-12-01 00:00:00.000,2023,Ganjil,12,December
20231202,2023-12-02 00:00:00.000,2023,Ganjil,12,December
20231203,2023-12-03 00:00:00.000,2023,Ganjil,12,December
20231204,2023-12-04 00:00:00.000,2023,Ganjil,12,December
20231205,2023-12-05 00:00:00.000,2023,Ganjil,12,December
20231206,2023-12-06 00:00:00.000,2023,Ganjil,12,December
20231207,2023-12-07 00:00:00.000,2023,Ganjil,12,December
20231208,2023-12-08 00:00:00.000,2023,Ganjil,12,December
20231209,2023-12-09 00:00:00.000,2023,Ganjil,12,December
20231210,2023-12-10 00:00:00.000,2023,Ganjil,12,December
20231211,2023-12-11 00:00:00.000,2023,Ganjil,12,December
20231212,2023-12-12 00:00:00.000,2023,Ganjil,12,December
20231213,2023-12-13 00:00:00.000,2023,Ganjil,12,December
20231214,2023-12-14 00:00:00.000,2023,Ganjil,12,December
20231215,2023-12-15 00:00:00.000,2023,Ganjil,12,December
20231216,2023-12-16 00:00:00.000,2023,Ganjil,12,December
20231217,2023-12-17 00:00:00.000,2023,Ganjil,12,December
20231218,2023-12-18 00:00:00.000,2023,Ganjil,12,December
20231219,2023-12-19 00:00:00.000,2023,Ganjil,12,December
20231220,2023-12-20 00:00:00.000,2023,Ganjil,12,December
20231221,2023-12-21 00:00:00.000,2023,Ganjil,12,December
20231222,2023-12-22 00:00:00.000,2023,Ganjil,12,December
20231223,2023-12-23 00:00:00.000,2023,Ganjil,12,December
20231224,2023-12-24 00:00:00.000,2023,Ganjil,12,December
20231225,2023-12-25 00:00:00.000,2023,Ganjil,12,December
20231226,2023-12-26 00:00:00.000,2023,Ganjil,12,December
20231227,2023-12-27 00:00:00.000,2023,Ganjil,12,December
20231228,2023-12-28 00:00:00.000,2023,Ganjil,12,December
20231229,2023-12-29 00:00:00.000,2023,Ganjil,12,December
20231230,2023-12-30 00:00:00.000,2023,Ganjil,12,December
20231231,2023-12-31 00:00:00.000,2023,Ganjil,12,December
20240101,2024-01-01 00:00:00.000,2024,Genap,1,January
20240102,2024-01-02 00:00:00.000,2024,Genap,1,January
20240103,2024-01-03 00:00:00.000,2024,Genap,1,January
20240104,2024-01-04 00:00:00.000,2024,Genap,1,January
20240105,2024-01-05 00:00:00.000,2024,Genap,1,January
20240106,2024-01-06 00:00:00.000,2024,Genap,1,January
20240107,2024-01-07 00:00:00.000,2024,Genap,1,January
20240108,2024-01-08 00:00:00.000,2024,Genap,1,January
20240109,2024-01-09 00:00:00.000,2024,Genap,1,January
20240110,2024-01-10 00:00:00.000,2024,Genap,1,January
20240111,2024-01-11 00:00:00.000,2024,Genap,1,January
20240112,2024-01-12 00:00:00.000,2024,Genap,1,January
20240113,2024-01-13 00:00:00.000,2024,Genap,1,January
20240114,2024-01-14 00:00:00.000,2024,Genap,1,January
20240115,2024-01-15 00:00:00.000,2024,Genap,1,January
20240116,2024-01-16 00:00:00.000,2024,Genap,1,January
20240117,2024-01-17 00:00:00.000,2024,Genap,1,January
20240118,2024-01-18 00:00:00.000,2024,Genap,1,January
20240119,2024-01-19 00:00:00.000,2024,Genap,1,January
20240120,2024-01-20 00:00:00.000,2024,Genap,1,January
20240121,2024-01-21 00:00:00.000,2024,Genap,1,January
20240122,2024-01-22 00:00:00.000,2024,Genap,1,January
20240123,2024-01-23 00:00:00.000,2024,Genap,1,January
20240124,2024-01-24 00:00:00.000,2024,Genap,1,January
20240125,2024-01-25 00:00:00.000,2024,Genap,1,January
20240126,2024-01-26 00:00:00.000,2024,Genap,1,January
20240127,2024-01-27 00:00:00.000,2024,Genap,1,January
20240128,2024-01-28 00:00:00.000,2024,Genap,1,January
20240129,2024-01-29 00:00:00.000,2024,Genap,1,January
20240130,2024-01-30 00:00:00.000,2024,Genap,1,January
20240131,2024-01-31 00:00:00.000,2024,Genap,1,January
20240201,2024-02-01 00:00:00.000,2024,Genap,2,February
20240202,2024-02-02 00:00:00.000,2024,Genap,2,February
20240203,2024-02-03 00:00:00.000,2024,Genap,2,February
20240204,2024-02-04 00:00:00.000,2024,Genap,2,February
20240205,2024-02-05 00:00:00.000,2024,Genap,2,February
20240206,2024-02-06 00:00:00.000,2024,Genap,2,February
20240207,2024-02-07 00:00:00.000,2024,Genap,2,February
20240208,2024-02-08 00:00:00.000,2024,Genap,2,February
20240209,2024-02-09 00:00:00.000,2024,Genap,2,February
20240210,2024-02-10 00:00:00.000,2024,Genap,2,February
20240211,2024-02-11 00:00:00.000,2024,Genap,2,February
20240212,2024-02-12 00:00:00.000,2024,Genap,2,February
20240213,2024-02-13 00:00:00.000,2024,Genap,2,February
20240214,2024-02-14 00:00:00.000,2024,Genap,2,February
20240215,2024-02-15 00:00:00.000,2024,Genap,2,February
20240216,2024-02-16 00:00:00.000,2024,Genap,2,February
20240217,2024-02-17 00:00:00.000,2024,Genap,2,February
20240218,2024-02-18 00:00:00.000,2024,Genap,2,February
20240219,2024-02-19 00:00:00.000,2024,Genap,2,February
20240220,2024-02-20 00:00:00.000,2024,Genap,2,February
20240221,2024-02-21 00:00:00.000,2024,Genap,2,February
20240222,2024-02-22 00:00:00.000,2024,Genap,2,February
20240223,2024-02-23 00:00:00.000,2024,Genap,2,February
20240224,2024-02-24 00:00:00.000,2024,Genap,2,February
20240225,2024-02-25 00:00:00.000,2024,Genap,2,February
20240226,2024-02-26 00:00:00.000,2024,Genap,2,February
20240227,2024-02-27 00:00:00.000,2024,Genap,2,February
20240228,2024-02-28 00:00:00.000,2024,Genap,2,February
20240229,2024-02-29 00:00:00.000,2024,Genap,2,February
20240301,2024-03-01 00:00:00.000,2024,Genap,3,March
20240302,2024-03-02 00:00:00.000,2024,Genap,3,March
20240303,2024-03-03 00:00:00.000,2024,Genap,3,March
20240304,2024-03-04 00:00:00.000,2024,Genap,3,March
20240305,2024-03-05 00:00:00.000,2024,Genap,3,March
20240306,2024-03-06 00:00:00.000,2024,Genap,3,March
20240307,2024-03-07 00:00:00.000,2024,Genap,3,March
20240308,2024-03-08 00:00:00.000,2024,Genap,3,March
20240309,2024-03-09 00:00:00.000,2024,Genap,3,March
20240310,2024-03-10 00:00:00.000,2024,Genap,3,March
20240311,2024-03-11 00:00:00.000,2024,Genap,3,March
20240312,2024-03-12 00:00:00.000,2024,Genap,3,March
20240313,2024-03-13 00:00:00.000,2024,Genap,3,March
20240314,2024-03-14 00:00:00.000,2024,Genap,3,March
20240315,2024-03-15 00:00:00.000,2024,Genap,3,March
20240316,2024-03-16 00:00:00.000,2024,Genap,3,March
20240317,2024-03-17 00:00:00.000,2024,Genap,3,March
20240318,2024-03-18 00:00:00.000,2024,Genap,3,March
20240319,2024-03-19 00:00:00.000,2024,Genap,3,March
20240320,2024-03-20 00:00:00.000,2024,Genap,3,March
20240321,2024-03-21 00:00:00.000,2024,Genap,3,March
20240322,2024-03-22 00:00:00.000,2024,Genap,3,March
20240323,2024-03-23 00:00:00.000,2024,Genap,3,March
20240324,2024-03-24 00:00:00.000,2024,Genap,3,March
20240325,2024-03-25 00:00:00.000,2024,Genap,3,March
20240326,2024-03-26 00:00:00.000,2024,Genap,3,March
20240327,2024-03-27 00:00:00.000,2024,Genap,3,March
20240328,2024-03-28 00:00:00.000,2024,Genap,3,March
20240329,2024-03-29 00:00:00.000,2024,Genap,3,March
20240330,2024-03-30 00:00:00.000,2024,Genap,3,March
20240331,2024-03-31 00:00:00.000,2024,Genap,3,March
20240401,2024-04-01 00:00:00.000,2024,Genap,4,April
20240402,2024-04-02 00:00:00.000,2024,Genap,4,April
20240403,2024-04-03 00:00:00.000,2024,Genap,4,April
20240404,2024-04-04 00:00:00.000,2024,Genap,4,April
20240405,2024-04-05 00:00:00.000,2024,Genap,4,April
20240406,2024-04-06 00:00:00.000,2024,Genap,4,April
20240407,2024-04-07 00:00:00.000,2024,Genap,4,April
20240408,2024-04-08 00:00:00.000,2024,Genap,4,April
20240409,2024-04-09 00:00:00.000,2024,Genap,4,April
20240410,2024-04-10 00:00:00.000,2024,Genap,4,April
20240411,2024-04-11 00:00:00.000,2024,Genap,4,April
20240412,2024-04-12 00:00:00.000,2024,Genap,4,April
20240413,2024-04-13 00:00:00.000,2024,Genap,4,April
20240414,2024-04-14 00:00:00.000,2024,Genap,4,April
20240415,2024-04-15 00:00:00.000,2024,Genap,4,April
20240416,2024-04-16 00:00:00.000,2024,Genap,4,April
20240417,2024-04-17 00:00:00.000,2024,Genap,4,April
20240418,2024-04-18 00:00:00.000,2024,Genap,4,April
20240419,2024-04-19 00:00:00.000,2024,Genap,4,April
20240420,2024-04-20 00:00:00.000,2024,Genap,4,April
20240421,2024-04-21 00:00:00.000,2024,Genap,4,April
20240422,2024-04-22 00:00:00.000,2024,Genap,4,April
20240423,2024-04-23 00:00:00.000,2024,Genap,4,April
20240424,2024-04-24 00:00:00.000,2024,Genap,4,April
20240425,2024-04-25 00:00:00.000,2024,Genap,4,April
20240426,2024-04-26 00:00:00.000,2024,Genap,4,April
20240427,2024-04-27 00:00:00.000,2024,Genap,4,April
20240428,2024-04-28 00:00:00.000,2024,Genap,4,April
20240429,2024-04-29 00:00:00.000,2024,Genap,4,April
20240430,2024-04-30 00:00:00.000,2024,Genap,4,April
20240501,2024-05-01 00:00:00.000,2024,Genap,5,May
20240502,2024-05-02 00:00:00.000,2024,Genap,5,May
20240503,2024-05-03 00:00:00.000,2024,Genap,5,May
20240504,2024-05-04 00:00:00.000,2024,Genap,5,May
20240505,2024-05-05 00:00:00.000,2024,Genap,5,May
20240506,2024-05-06 00:00:00.000,2024,Genap,5,May
20240507,2024-05-07 00:00:00.000,2024,Genap,5,May
20240508,2024-05-08 00:00:00.000,2024,Genap,5,May
20240509,2024-05-09 00:00:00.000,2024,Genap,5,May
20240510,2024-05-10 00:00:00.000,2024,Genap,5,May
20240511,2024-05-11 00:00:00.000,2024,Genap,5,May
20240512,2024-05-12 00:00:00.000,2024,Genap,5,May
20240513,2024-05-13 00:00:00.000,2024,Genap,5,May
20240514,2024-05-14 00:00:00.000,2024,Genap,5,May
20240515,2024-05-15 00:00:00.000,2024,Genap,5,May
20240516,2024-05-16 00:00:00.000,2024,Genap,5,May
20240517,2024-05-17 00:00:00.000,2024,Genap,5,May
20240518,2024-05-18 00:00:00.000,2024,Genap,5,May
20240519,2024-05-19 00:00:00.000,2024,Genap,5,May
20240520,2024-05-20 00:00:00.000,2024,Genap,5,May
20240521,2024-05-21 00:00:00.000,2024,Genap,5,May
20240522,2024-05-22 00:00:00.000,2024,Genap,5,May
20240523,2024-05-23 00:00:00.000,2024,Genap,5,May
20240524,2024-05-24 00:00:00.000,2024,Genap,5,May
20240525,2024-05-25 00:00:00.000,2024,Genap,5,May
20240526,2024-05-26 00:00:00.000,2024,Genap,5,May
20240527,2024-05-27 00:00:00.000,2024,Genap,5,May
20240528,2024-05-28 00:00:00.000,2024,Genap,5,May
20240529,2024-05-29 00:00:00.000,2024,Genap,5,May
20240530,2024-05-30 00:00:00.000,2024,Genap,5,May
20240531,2024-05-31 00:00:00.000,2024,Genap,5,May
20240601,2024-06-01 00:00:00.000,2024,Genap,6,June
20240602,2024-06-02 00:00:00.000,2024,Genap,6,June
20240603,2024-06-03 00:00:00.000,2024,Genap,6,June
20240604,2024-06-04 00:00:00.000,2024,Genap,6,June
20240605,2024-06-05 00:00:00.000,2024,Genap,6,June
20240606,2024-06-06 00:00:00.000,2024,Genap,6,June
20240607,2024-06-07 00:00:00.000,2024,Genap,6,June
20240608,2024-06-08 00:00:00.000,2024,Genap,6,June
20240609,2024-06-09 00:00:00.000,2024,Genap,6,June
20240610,2024-06-10 00:00:00.000,2024,Genap,6,June
20240611,2024-06-11 00:00:00.000,2024,Genap,6,June
20240612,2024-06-12 00:00:00.000,2024,Genap,6,June
20240613,2024-06-13 00:00:00.000,2024,Genap,6,June
20240614,2024-06-14 00:00:00.000,2024,Genap,6,June
20240615,2024-06-15 00:00:00.000,2024,Genap,6,June
20240616,2024-06-16 00:00:00.000,2024,Genap,6,June
20240617,2024-06-17 00:00:00.000,2024,Genap,6,June
20240618,2024-06-18 00:00:00.000,2024,Genap,6,June
20240619,2024-06-19 00:00:00.000,2024,Genap,6,June
20240620,2024-06-20 00:00:00.000,2024,Genap,6,June
20240621,2024-06-21 00:00:00.000,2024,Genap,6,June
20240622,2024-06-22 00:00:00.000,2024,Genap,6,June
20240623,2024-06-23 00:00:00.000,2024,Genap,6,June
20240624,2024-06-24 00:00:00.000,2024,Genap,6,June
20240625,2024-06-25 00:00:00.000,2024,Genap,6,June
20240626,2024-06-26 00:00:00.000,2024,Genap,6,June
20240627,2024-06-27 00:00:00.000,2024,Genap,6,June
20240628,2024-06-28 00:00:00.000,2024,Genap,6,June
20240629,2024-06-29 00:00:00.000,2024,Genap,6,June
20240630,2024-06-30 00:00:00.000,2024,Genap,6,June
20240701,2024-07-01 00:00:00.000,2024,Ganjil,7,July
20240702,2024-07-02 00:00:00.000,2024,Ganjil,7,July
20240703,2024-07-03 00:00:00.000,2024,Ganjil,7,July
20240704,2024-07-04 00:00:00.000,2024,Ganjil,7,July
20240705,2024-07-05 00:00:00.000,2024,Ganjil,7,July
20240706,2024-07-06 00:00:00.000,2024,Ganjil,7,July
20240707,2024-07-07 00:00:00.000,2024,Ganjil,7,July
20240708,2024-07-08 00:00:00.000,2024,Ganjil,7,July
20240709,2024-07-09 00:00:00.000,2024,Ganjil,7,July
20240710,2024-07-10 00:00:00.000,2024,Ganjil,7,July
20240711,2024-07-11 00:00:00.000,2024,Ganjil,7,July
20240712,2024-07-12 00:00:00.000,2024,Ganjil,7,July
20240713,2024-07-13 00:00:00.000,2024,Ganjil,7,July
20240714,2024-07-14 00:00:00.000,2024,Ganjil,7,July
20240715,2024-07-15 00:00:00.000,2024,Ganjil,7,July
20240716,2024-07-16 00:00:00.000,2024,Ganjil,7,July
20240717,2024-07-17 00:00:00.000,2024,Ganjil,7,July
20240718,2024-07-18 00:00:00.000,2024,Ganjil,7,July
20240719,2024-07-19 00:00:00.000,2024,Ganjil,7,July
20240720,2024-07-20 00:00:00.000,2024,Ganjil,7,July
20240721,2024-07-21 00:00:00.000,2024,Ganjil,7,July
20240722,2024-07-22 00:00:00.000,2024,Ganjil,7,July
20240723,2024-07-23 00:00:00.000,2024,Ganjil,7,July
20240724,2024-07-24 00:00:00.000,2024,Ganjil,7,July
20240725,2024-07-25 00:00:00.000,2024,Ganjil,7,July
20240726,2024-07-26 00:00:00.000,2024,Ganjil,7,July
20240727,2024-07-27 00:00:00.000,2024,Ganjil,7,July
20240728,2024-07-28 00:00:00.000,2024,Ganjil,7,July
20240729,2024-07-29 00:00:00.000,2024,Ganjil,7,July
20240730,2024-07-30 00:00:00.000,2024,Ganjil,7,July
20240731,2024-07-31 00:00:00.000,2024,Ganjil,7,July
20240801,2024-08-01 00:00:00.000,2024,Ganjil,8,August
20240802,2024-08-02 00:00:00.000,2024,Ganjil,8,August
20240803,2024-08-03 00:00:00.000,2024,Ganjil,8,August
20240804,2024-08-04 00:00:00.000,2024,Ganjil,8,August
20240805,2024-08-05 00:00:00.000,2024,Ganjil,8,August
20240806,2024-08-06 00:00:00.000,2024,Ganjil,8,August
20240807,2024-08-07 00:00:00.000,2024,Ganjil,8,August
20240808,2024-08-08 00:00:00.000,2024,Ganjil,8,August
20240809,2024-08-09 00:00:00.000,2024,Ganjil,8,August
20240810,2024-08-10 00:00:00.000,2024,Ganjil,8,August
20240811,2024-08-11 00:00:00.000,2024,Ganjil,8,August
20240812,2024-08-12 00:00:00.000,2024,Ganjil,8,August
20240813,2024-08-13 00:00:00.000,2024,Ganjil,8,August
20240814,2024-08-14 00:00:00.000,2024,Ganjil,8,August
20240815,2024-08-15 00:00:00.000,2024,Ganjil,8,August
20240816,2024-08-16 00:00:00.000,2024,Ganjil,8,August
20240817,2024-08-17 00:00:00.000,2024,Ganjil,8,August
20240818,2024-08-18 00:00:00.000,2024,Ganjil,8,August
20240819,2024-08-19 00:00:00.000,2024,Ganjil,8,August
20240820,2024-08-20 00:00:00.000,2024,Ganjil,8,August
20240821,2024-08-21 00:00:00.000,2024,Ganjil,8,August
20240822,2024-08-22 00:00:00.000,2024,Ganjil,8,August
20240823,2024-08-23 00:00:00.000,2024,Ganjil,8,August
20240824,2024-08-24 00:00:00.000,2024,Ganjil,8,August
20240825,2024-08-25 00:00:00.000,2024,Ganjil,8,August
20240826,2024-08-26 00:00:00.000,2024,Ganjil,8,August
20240827,2024-08-27 00:00:00.000,2024,Ganjil,8,August
20240828,2024-08-28 00:00:00.000,2024,Ganjil,8,August
20240829,2024-08-29 00:00:00.000,2024,Ganjil,8,August
20240830,2024-08-30 00:00:00.000,2024,Ganjil,8,August
20240831,2024-08-31 00:00:00.000,2024,Ganjil,8,August
20240901,2024-09-01 00:00:00.000,2024,Ganjil,9,September
20240902,2024-09-02 00:00:00.000,2024,Ganjil,9,September
20240903,2024-09-03 00:00:00.000,2024,Ganjil,9,September
20240904,2024-09-04 00:00:00.000,2024,Ganjil,9,September
20240905,2024-09-05 00:00:00.000,2024,Ganjil,9,September
20240906,2024-09-06 00:00:00.000,2024,Ganjil,9,September
20240907,2024-09-07 00:00:00.000,2024,Ganjil,9,September
20240908,2024-09-08 00:00:00.000,2024,Ganjil,9,September
20240909,2024-09-09 00:00:00.000,2024,Ganjil,9,September
20240910,2024-09-10 00:00:00.000,2024,Ganjil,9,September
20240911,2024-09-11 00:00:00.000,2024,Ganjil,9,September
20240912,2024-09-12 00:00:00.000,2024,Ganjil,9,September
20240913,2024-09-13 00:00:00.000,2024,Ganjil,9,September
20240914,2024-09-14 00:00:00.000,2024,Ganjil,9,September
20240915,2024-09-15 00:00:00.000,2024,Ganjil,9,September
20240916,2024-09-16 00:00:00.000,2024,Ganjil,9,September
20240917,2024-09-17 00:00:00.000,2024,Ganjil,9,September
20240918,2024-09-18 00:00:00.000,2024,Ganjil,9,September
20240919,2024-09-19 00:00:00.000,2024,Ganjil,9,September
20240920,2024-09-20 00:00:00.000,2024,Ganjil,9,September
20240921,2024-09-21 00:00:00.000,2024,Ganjil,9,September
20240922,2024-09-22 00:00:00.000,2024,Ganjil,9,September
20240923,2024-09-23 00:00:00.000,2024,Ganjil,9,September
20240924,2024-09-24 00:00:00.000,2024,Ganjil,9,September
20240925,2024-09-25 00:00:00.000,2024,Ganjil,9,September
20240926,2024-09-26 00:00:00.000,2024,Ganjil,9,September
20240927,2024-09-27 00:00:00.000,2024,Ganjil,9,September
20240928,2024-09-28 00:00:00.000,2024,Ganjil,9,September
20240929,2024-09-29 00:00:00.000,2024,Ganjil,9,September
20240930,2024-09-30 00:00:00.000,2024,Ganjil,9,September
20241001,2024-10-01 00:00:00.000,2024,Ganjil,10,October
20241002,2024-10-02 00:00:00.000,2024,Ganjil,10,October
20241003,2024-10-03 00:00:00.000,2024,Ganjil,10,October
20241004,2024-10-04 00:00:00.000,2024,Ganjil,10,October
20241005,2024-10-05 00:00:00.000,2024,Ganjil,10,October
20241006,2024-10-06 00:00:00.000,2024,Ganjil,10,October
20241007,2024-10-07 00:00:00.000,2024,Ganjil,10,October
20241008,2024-10-08 00:00:00.000,2024,Ganjil,10,October
20241009,2024-10-09 00:00:00.000,2024,Ganjil,10,October
20241010,2024-10-10 00:00:00.000,2024,Ganjil,10,October
20241011,2024-10-11 00:00:00.000,2024,Ganjil,10,October
20241012,2024-10-12 00:00:00.000,2024,Ganjil,10,October
20241013,2024-10-13 00:00:00.000,2024,Ganjil,10,October
20241014,2024-10-14 00:00:00.000,2024,Ganjil,10,October
20241015,2024-10-15 00:00:00.000,2024,Ganjil,10,October
20241016,2024-10-16 00:00:00.000,2024,Ganjil,10,October
20241017,2024-10-17 00:00:00.000,2024,Ganjil,10,October
20241018,2024-10-18 00:00:00.000,2024,Ganjil,10,October
20241019,2024-10-19 00:00:00.000,2024,Ganjil,10,October
20241020,2024-10-20 00:00:00.000,2024,Ganjil,10,October
20241021,2024-10-21 00:00:00.000,2024,Ganjil,10,October
20241022,2024-10-22 00:00:00.000,2024,Ganjil,10,October
20241023,2024-10-23 00:00:00.000,2024,Ganjil,10,October
20241024,2024-10-24 00:00:00.000,2024,Ganjil,10,October
20241025,2024-10-25 00:00:00.000,2024,Ganjil,10,October
20241026,2024-10-26 00:00:00.000,2024,Ganjil,10,October
20241027,2024-10-27 00:00:00.000,2024,Ganjil,10,October
20241028,2024-10-28 00:00:00.000,2024,Ganjil,10,October
20241029,2024-10-29 00:00:00.000,2024,Ganjil,10,October
20241030,2024-10-30 00:00:00.000,2024,Ganjil,10,October
20241031,2024-10-31 00:00:00.000,2024,Ganjil,10,October
20241101,2024-11-01 00:00:00.000,2024,Ganjil,11,November
20241102,2024-11-02 00:00:00.000,2024,Ganjil,11,November
20241103,2024-11-03 00:00:00.000,2024,Ganjil,11,November
20241104,2024-11-04 00:00:00.000,2024,Ganjil,11,November
20241105,2024-11-05 00:00:00.000,2024,Ganjil,11,November
20241106,2024-11-06 00:00:00.000,2024,Ganjil,11,November
20241107,2024-11-07 00:00:00.000,2024,Ganjil,11,November
20241108,2024-11-08 00:00:00.000,2024,Ganjil,11,November
20241109,2024-11-09 00:00:00.000,2024,Ganjil,11,November
20241110,2024-11-10 00:00:00.000,2024,Ganjil,11,November
20241111,2024-11-11 00:00:00.000,2024,Ganjil,11,November
20241112,2024-11-12 00:00:00.000,2024,Ganjil,11,November
20241113,2024-11-13 00:00:00.000,2024,Ganjil,11,November
20241114,2024-11-14 00:00:00.000,2024,Ganjil,11,November
20241115,2024-11-15 00:00:00.000,2024,Ganjil,11,November
20241116,2024-11-16 00:00:00.000,2024,Ganjil,11,November
20241117,2024-11-17 00:00:00.000,2024,Ganjil,11,November
20241118,2024-11-18 00:00:00.000,2024,Ganjil,11,November
20241119,2024-11-19 00:00:00.000,2024,Ganjil,11,November
20241120,2024-11-20 00:00:00.000,2024,Ganjil,11,November
20241121,2024-11-21 00:00:00.000,2024,Ganjil,11,November
20241122,2024-11-22 00:00:00.000,2024,Ganjil,11,November
20241123,2024-11-23 00:00:00.000,2024,Ganjil,11,November
20241124,2024-11-24 00:00:00.000,2024,Ganjil,11,November
20241125,2024-11-25 00:00:00.000,2024,Ganjil,11,November
20241126,2024-11-26 00:00:00.000,2024,Ganjil,11,November
20241127,2024-11-27 00:00:00.000,2024,Ganjil,11,November
20241128,2024-11-28 00:00:00.000,2024,Ganjil,11,November
20241129,2024-11-29 00:00:00.000,2024,Ganjil,11,November
20241130,2024-11-30 00:00:00.000,2024,Ganjil,11,November
20241201,2024-12-01 00:00:00.000,2024,Ganjil,12,December
20241202,2024-12-02 00:00:00.000,2024,Ganjil,12,December
20241203,2024-12-03 00:00:00.000,2024,Ganjil,12,December
20241204,2024-12-04 00:00:00.000,2024,Ganjil,12,December
